"","YEAR","STATE","REGION","state_name","Population","JURTOT","PVIN","PVOTH","PVINCL","LF","LFINCL","LFCROWD","LFCRINC","FED","OTHST","FACINCL","FACROWD","gender"
"220",1982,"AR",3,"Arkansas",2305754,3755,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"221",1982,"CA",4,"California",25360023,32987,NA,NA,NA,NA,NA,988,NA,NA,NA,NA,NA,"M"
"222",1982,"CO",4,"Colorado",3133628,2923,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,"M"
"223",1982,"CT",1,"Connecticut",3162343,4952,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"224",1982,"DE",3,"Delaware",605415,1969,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"225",1982,"DC",3,"District of Columbia",632439,3902,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"226",1982,"FL",3,"Florida",10749845,26584,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,"M"
"227",1982,"GA",3,"Georgia",5728254,13745,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"228",1982,"HI",4,"Hawaii",1012717,1386,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"229",1982,"ID",4,"Idaho",981858,1013,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"230",1982,"IL",2,"Illinois",11408823,13806,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"231",1982,"IN",2,"Indiana",5450402,8440,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"232",1982,"IA",2,"Iowa",2870550,2708,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"233",1982,"KS",2,"Kansas",2415537,2918,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"234",1982,"KY",3,"Kentucky",3694480,3872,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,"M"
"235",1982,"LA",3,"Louisiana",4395316,10514,NA,NA,NA,NA,NA,1433,NA,NA,NA,NA,NA,"M"
"236",1982,"ME",1,"Maine",1144769,1080,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,"M"
"237",1982,"MD",3,"Maryland",4313319,11251,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,"M"
"238",1982,"MA",1,"Massachusetts",5799403,4117,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"M"
"239",1982,"MI",2,"Michigan",9047753,14289,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"M"
"240",1982,"MN",2,"Minnesota",4141438,2008,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"241",1982,"MS",3,"Mississippi",2567730,5298,NA,NA,NA,NA,NA,958,NA,NA,NA,NA,NA,"M"
"242",1982,"MO",2,"Missouri",4943727,7051,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"243",1982,"MT",4,"Montana",814028,885,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"244",1982,"NE",2,"Nebraska",1584301,1658,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"245",1982,"NV",4,"Nevada",901974,2634,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"246",1982,"NH",1,"New Hampshire",958125,435,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"247",1982,"NJ",1,"New Jersey",7467789,7867,NA,NA,NA,NA,NA,1584,NA,NA,NA,NA,NA,"M"
"248",1982,"NM",4,"New Mexico",1394352,1635,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"M"
"249",1982,"NY",1,"New York",17686905,27127,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"250",1982,"NC",3,"North Carolina",6077066,15873,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"251",1982,"ND",2,"North Dakota",676685,312,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"252",1982,"OH",2,"Ohio",10737635,16417,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"253",1982,"OK",3,"Oklahoma",3290404,6174,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"254",1982,"OR",4,"Oregon",2653058,3760,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"255",1982,"PA",1,"Pennsylvania",11837728,10180,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"256",1982,"RI",1,"Rhode Island",956376,1013,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"257",1982,"SC",3,"South Carolina",3234074,8732,NA,NA,NA,NA,NA,493,NA,NA,NA,NA,NA,"M"
"258",1982,"SD",2,"South Dakota",692985,748,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"259",1982,"TN",3,"Tennessee",4659755,7489,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,"M"
"260",1982,"TX",3,"Texas",15751678,34472,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"261",1982,"UT",4,"Utah",1594939,1169,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"M"
"262",1982,"VT",1,"Vermont",523308,582,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"M"
"263",1982,"VA",3,"Virginia",5564658,9715,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,NA,"M"
"264",1982,"WA",4,"Washington",4300270,6018,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,"M"
"265",1982,"WV",3,"West Virginia",1945065,1500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"266",1982,"WI",2,"Wisconsin",4721445,4517,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,"M"
"267",1982,"WY",4,"Wyoming",510329,674,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"268",1982,"ST",7,"State prison total",NA,367975,NA,NA,NA,NA,NA,8350,NA,NA,NA,NA,0,"M"
"269",1982,"US",5,"US prison total (state+federal)",NA,396021,NA,NA,NA,NA,NA,8350,NA,NA,NA,NA,0,"M"
"270",1982,"FE",6,"Federal BOP",NA,28046,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"271",1983,"AL",3,"Alabama",3951826,9375,NA,NA,NA,NA,NA,948,NA,NA,NA,NA,NA,"M"
"272",1983,"AK",4,"Alaska",513703,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"273",1983,"AZ",4,"Arizona",3067142,6566,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"274",1983,"AR",3,"Arkansas",2319774,4050,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"275",1983,"CA",4,"California",25844389,37353,NA,NA,NA,NA,NA,1122,NA,NA,NA,NA,NA,"M"
"276",1983,"CO",4,"Colorado",3169987,3108,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,"M"
"277",1983,"CT",1,"Connecticut",3180023,5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"278",1983,"DE",3,"Delaware",611517,2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"279",1983,"DC",3,"District of Columbia",633382,4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"280",1983,"FL",3,"Florida",11039921,25154,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"281",1983,"GA",3,"Georgia",5834957,14608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"282",1983,"HI",4,"Hawaii",1027935,1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"283",1983,"ID",4,"Idaho",990841,1147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"284",1983,"IL",2,"Illinois",11412138,15038,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,"M"
"285",1983,"IN",2,"Indiana",5458328,8907,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"286",1983,"IA",2,"Iowa",2858624,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"287",1983,"KS",2,"Kansas",2424076,3500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"288",1983,"KY",3,"Kentucky",3695451,4581,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,"M"
"289",1983,"LA",3,"Louisiana",4400474,12279,NA,NA,NA,NA,NA,2124,NA,NA,NA,NA,NA,"M"
"290",1983,"ME",1,"Maine",1155630,1049,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,"M"
"291",1983,"MD",3,"Maryland",4365238,12208,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"292",1983,"MA",1,"Massachusetts",5840772,4244,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"M"
"293",1983,"MI",2,"Michigan",9049446,13850,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"294",1983,"MN",2,"Minnesota",4157698,2046,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"295",1983,"MS",3,"Mississippi",2578058,5381,NA,NA,NA,NA,NA,996,NA,NA,NA,NA,NA,"M"
"296",1983,"MO",2,"Missouri",4975283,7793,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"297",1983,"MT",4,"Montana",820893,879,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"298",1983,"NE",2,"Nebraska",1588629,1571,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"299",1983,"NV",4,"Nevada",924905,3024,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"300",1983,"NH",1,"New Hampshire",976864,465,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"301",1983,"NJ",1,"New Jersey",7515478,8850,NA,NA,NA,NA,NA,967,NA,NA,NA,NA,NA,"M"
"302",1983,"NM",4,"New Mexico",1416665,1906,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"303",1983,"NY",1,"New York",17745690,29679,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"304",1983,"NC",3,"North Carolina",6164014,14806,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"305",1983,"ND",2,"North Dakota",680498,400,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"306",1983,"OH",2,"Ohio",10737746,17030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"307",1983,"OK",3,"Oklahoma",3285528,7031,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"308",1983,"OR",4,"Oregon",2666592,3807,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"309",1983,"PA",1,"Pennsylvania",11815171,11370,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"310",1983,"RI",1,"Rhode Island",961901,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"311",1983,"SC",3,"South Carolina",3271861,9150,NA,NA,NA,NA,NA,485,NA,NA,NA,NA,NA,"M"
"312",1983,"SD",2,"South Dakota",697239,785,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"313",1983,"TN",3,"Tennessee",4686740,7803,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,"M"
"314",1983,"TX",3,"Texas",16007077,33789,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"315",1983,"UT",4,"Utah",1622341,1223,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,"M"
"316",1983,"VT",1,"Vermont",526658,488,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"M"
"317",1983,"VA",3,"Virginia",5643860,9712,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,"M"
"318",1983,"WA",4,"Washington",4343650,6416,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,"M"
"319",1983,"WV",3,"West Virginia",1927701,1553,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"320",1983,"WI",2,"Wisconsin",4735576,4632,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,"M"
"321",1983,"WY",4,"Wyoming",504893,688,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"322",1983,"ST",7,"State prison total",NA,387663,NA,NA,NA,NA,NA,8692,NA,NA,NA,NA,0,"M"
"323",1983,"US",5,"US prison total (state+federal)",NA,417835,NA,NA,NA,NA,NA,8692,NA,NA,NA,NA,0,"M"
"324",1983,"FE",6,"Federal BOP",NA,30172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"325",1984,"AL",3,"Alabama",3972520,9961,NA,NA,NA,NA,NA,436,NA,NA,NA,NA,NA,"M"
"326",1984,"AK",4,"Alaska",532492,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"327",1984,"AZ",4,"Arizona",3183535,7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"328",1984,"AR",3,"Arkansas",2327044,4286,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"329",1984,"CA",4,"California",26441112,40892,NA,NA,NA,NA,NA,1366,NA,NA,NA,NA,NA,"M"
"330",1984,"CO",4,"Colorado",3208717,3091,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,"M"
"331",1984,"CT",1,"Connecticut",3201128,5431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"332",1984,"DE",3,"Delaware",618284,2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"333",1984,"DC",3,"District of Columbia",634543,4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"334",1984,"FL",3,"Florida",11351122,25764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"335",1984,"GA",3,"Georgia",5962668,14641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"336",1984,"HI",4,"Hawaii",1039683,1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"337",1984,"ID",4,"Idaho",994046,1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"338",1984,"IL",2,"Illinois",11399804,16479,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,"M"
"339",1984,"IN",2,"Indiana",5459216,8933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"340",1984,"IA",2,"Iowa",2829685,2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"341",1984,"KS",2,"Kansas",2427412,4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"342",1984,"KY",3,"Kentucky",3694827,4617,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,"M"
"343",1984,"LA",3,"Louisiana",4408121,13051,NA,NA,NA,NA,NA,2659,NA,NA,NA,NA,NA,"M"
"344",1984,"ME",1,"Maine",1162935,1005,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,"M"
"345",1984,"MD",3,"Maryland",4413075,12683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"346",1984,"MA",1,"Massachusetts",5880743,4619,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"347",1984,"MI",2,"Michigan",9076297,13921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"348",1984,"MN",2,"Minnesota",4184286,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"349",1984,"MS",3,"Mississippi",2588097,5855,NA,NA,NA,NA,NA,1237,NA,NA,NA,NA,NA,"M"
"350",1984,"MO",2,"Missouri",5000254,8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"351",1984,"MT",4,"Montana",822305,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"352",1984,"NE",2,"Nebraska",1584662,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"353",1984,"NV",4,"Nevada",951024,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"354",1984,"NH",1,"New Hampshire",996757,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"355",1984,"NJ",1,"New Jersey",7565519,9995,NA,NA,NA,NA,NA,1527,NA,NA,NA,NA,NA,"M"
"356",1984,"NM",4,"New Mexico",1438371,2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"357",1984,"NY",1,"New York",17791670,32091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"358",1984,"NC",3,"North Carolina",6253989,15669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"359",1984,"ND",2,"North Dakota",676991,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"360",1984,"OH",2,"Ohio",10734920,17601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"361",1984,"OK",3,"Oklahoma",3271332,7400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"362",1984,"OR",4,"Oregon",2672648,4054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"363",1984,"PA",1,"Pennsylvania",11770855,12615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"364",1984,"RI",1,"Rhode Island",968950,1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"365",1984,"SC",3,"South Carolina",3303208,9455,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,NA,"M"
"366",1984,"SD",2,"South Dakota",698400,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"367",1984,"TN",3,"Tennessee",4715287,6993,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,"M"
"368",1984,"TX",3,"Texas",16272735,34987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"369",1984,"UT",4,"Utah",1642907,1456,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,"M"
"370",1984,"VT",1,"Vermont",530029,488,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"371",1984,"VA",3,"Virginia",5715156,10406,NA,NA,NA,NA,NA,623,NA,NA,NA,NA,NA,"M"
"372",1984,"WA",4,"Washington",4400098,6567,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,"M"
"373",1984,"WV",3,"West Virginia",1906828,1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"374",1984,"WI",2,"Wisconsin",4747753,4747,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,"M"
"375",1984,"WY",4,"Wyoming",499692,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"376",1984,"ST",7,"State prison total",NA,408941,NA,NA,NA,NA,NA,10872,NA,NA,NA,NA,0,"M"
"377",1984,"US",5,"US prison total (state+federal)",NA,441208,NA,NA,NA,NA,NA,10872,NA,NA,NA,NA,0,"M"
"378",1984,"FE",6,"Federal BOP",NA,32267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"379",1985,"AL",3,"Alabama",3991562,10453,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,"M"
"380",1985,"AK",4,"Alaska",544269,2207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"381",1985,"AZ",4,"Arizona",3308262,8134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"382",1985,"AR",3,"Arkansas",2331990,4394,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,"M"
"383",1985,"CA",4,"California",27102241,47248,NA,NA,NA,NA,NA,995,NA,NA,NA,NA,NA,"M"
"384",1985,"CO",4,"Colorado",3237447,3238,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,"M"
"385",1985,"CT",1,"Connecticut",3223737,5826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"386",1985,"DE",3,"Delaware",627557,2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"387",1985,"DC",3,"District of Columbia",638278,6176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"388",1985,"FL",3,"Florida",11667504,27296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"389",1985,"GA",3,"Georgia",6084660,15427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"390",1985,"HI",4,"Hawaii",1051759,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"391",1985,"ID",4,"Idaho",990226,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"392",1985,"IL",2,"Illinois",11387258,17961,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"M"
"393",1985,"IN",2,"Indiana",5454114,9605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"394",1985,"IA",2,"Iowa",2791966,2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"395",1985,"KS",2,"Kansas",2432616,4459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"396",1985,"KY",3,"Kentucky",3687813,4768,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,"M"
"397",1985,"LA",3,"Louisiana",4406918,13280,NA,NA,NA,NA,NA,2677,NA,NA,NA,NA,NA,"M"
"398",1985,"ME",1,"Maine",1170121,1285,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,"M"
"399",1985,"MD",3,"Maryland",4486957,12594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"400",1985,"MA",1,"Massachusetts",5902682,5079,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,"M"
"401",1985,"MI",2,"Michigan",9127776,16941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"402",1985,"MN",2,"Minnesota",4205208,2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"403",1985,"MS",3,"Mississippi",2593596,6103,NA,NA,NA,NA,NA,899,NA,NA,NA,NA,NA,"M"
"404",1985,"MO",2,"Missouri",5023068,9415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"405",1985,"MT",4,"Montana",813748,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"406",1985,"NE",2,"Nebraska",1574336,1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"407",1985,"NV",4,"Nevada",980653,3512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"408",1985,"NH",1,"New Hampshire",1025055,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"409",1985,"NJ",1,"New Jersey",7622150,10947,NA,NA,NA,NA,NA,1470,NA,NA,NA,NA,NA,"M"
"410",1985,"NM",4,"New Mexico",1462727,2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"411",1985,"NY",1,"New York",17833419,33422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"412",1985,"NC",3,"North Carolina",6321582,16597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"413",1985,"ND",2,"North Dakota",669489,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"414",1985,"OH",2,"Ohio",10730268,19711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"415",1985,"OK",3,"Oklahoma",3252731,7823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"416",1985,"OR",4,"Oregon",2683531,4188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"417",1985,"PA",1,"Pennsylvania",11782745,13727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"418",1985,"RI",1,"Rhode Island",977343,1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"419",1985,"SC",3,"South Carolina",3342769,10009,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,"M"
"420",1985,"SD",2,"South Dakota",695980,1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"421",1985,"TN",3,"Tennessee",4738713,6825,NA,NA,NA,NA,NA,628,NA,NA,NA,NA,NA,"M"
"422",1985,"TX",3,"Texas",16561112,35938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"423",1985,"UT",4,"Utah",1662838,1570,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,"M"
"424",1985,"VT",1,"Vermont",534055,660,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,"M"
"425",1985,"VA",3,"Virginia",5811691,11604,NA,NA,NA,NA,NA,723,NA,NA,NA,NA,NA,"M"
"426",1985,"WA",4,"Washington",4452722,6689,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,"M"
"427",1985,"WV",3,"West Virginia",1882350,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"428",1985,"WI",2,"Wisconsin",4755625,5174,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,"M"
"429",1985,"WY",4,"Wyoming",495624,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"430",1985,"ST",7,"State prison total",NA,441540,NA,NA,NA,NA,NA,9714,NA,NA,NA,NA,0,"M"
"431",1985,"US",5,"US prison total (state+federal)",NA,479359,NA,NA,NA,NA,NA,9714,NA,NA,NA,NA,0,"M"
"432",1985,"FE",6,"Federal BOP",NA,37819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"433",1986,"AL",3,"Alabama",4015257,11094,NA,NA,NA,NA,NA,487,NA,NA,NA,NA,NA,"M"
"434",1986,"AK",4,"Alaska",539310,2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"435",1986,"AZ",4,"Arizona",3437102,8948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"436",1986,"AR",3,"Arkansas",2342359,4477,NA,NA,NA,NA,NA,458,NA,NA,NA,NA,NA,"M"
"437",1986,"CA",4,"California",27777153,55920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"438",1986,"CO",4,"Colorado",3260478,3627,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,"M"
"439",1986,"CT",1,"Connecticut",3247291,6510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"440",1986,"DE",3,"Delaware",636957,2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"441",1986,"DC",3,"District of Columbia",636934,6369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"442",1986,"FL",3,"Florida",11997290,30602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"443",1986,"GA",3,"Georgia",6208470,16025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"444",1986,"HI",4,"Hawaii",1067911,2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
